State,Month and Year,Workforce Size,Unemp Size
Iowa,11/1/2020 0:00,1608561,53506
Kansas,11/1/2020 0:00,1528366,73228
Kentucky,11/1/2020 0:00,2015202,102427
Louisiana,11/1/2020 0:00,2091407,172445
Maine,11/1/2020 0:00,670818,31285
Maryland,11/1/2020 0:00,3134905,207281
Massachusetts,11/1/2020 0:00,3582691,223481
Michigan,11/1/2020 0:00,4932851,311286
Minnesota,11/1/2020 0:00,3033280,120396
Mississippi,11/1/2020 0:00,1276813,75711
Missouri,11/1/2020 0:00,2997284,119944
Montana,11/1/2020 0:00,535514,23538
Nebraska,11/1/2020 0:00,1031496,27574
Nevada,11/1/2020 0:00,1494958,151482
New Hampshire,11/1/2020 0:00,749814,27730
New Jersey,11/1/2020 0:00,4532883,445657
New Mexico,11/1/2020 0:00,928388,63048
New York,11/1/2020 0:00,9061253,735708
North Carolina,11/1/2020 0:00,4985837,300890
North Dakota,11/1/2020 0:00,397707,16681
Ohio,11/1/2020 0:00,5728834,298530
Oklahoma,11/1/2020 0:00,1870942,111252
Oregon,11/1/2020 0:00,2121235,116823
Pennsylvania,11/1/2020 0:00,6280344,394781
Rhode Island,11/1/2020 0:00,544204,38000
South Carolina,11/1/2020 0:00,2321613,95032
South Dakota,11/1/2020 0:00,461207,15481
Tennessee,11/1/2020 0:00,3455071,171236
Texas,11/1/2020 0:00,14200317,1130172
Utah,11/1/2020 0:00,1650422,64580
Vermont,11/1/2020 0:00,321324,8892
Virginia,11/1/2020 0:00,4270221,192526
Washington,11/1/2020 0:00,3817261,213891
West Virginia,11/1/2020 0:00,767477,44519
Wisconsin,11/1/2020 0:00,3103507,144593
Wyoming,11/1/2020 0:00,294251,14594
Alabama,12/1/2020 0:00,2233124,82601
Alaska,12/1/2020 0:00,343753,20481
Arizona,12/1/2020 0:00,3567761,259221
Arkansas,12/1/2020 0:00,1349863,54497
California,12/1/2020 0:00,18916444,1669625
Colorado,12/1/2020 0:00,3204625,264285
Connecticut,12/1/2020 0:00,1868773,139902
Delaware,12/1/2020 0:00,477702,23075
D.C.,12/1/2020 0:00,413304,31477
Florida,12/1/2020 0:00,10093945,586855
Georgia,12/1/2020 0:00,5116980,273874
Hawaii,12/1/2020 0:00,651714,58595
Idaho,12/1/2020 0:00,903201,40416
Illinois,12/1/2020 0:00,6152160,462321
Indiana,12/1/2020 0:00,3370340,136335
Iowa,12/1/2020 0:00,1613697,52950
Kansas,12/1/2020 0:00,1502220,52888
Kentucky,12/1/2020 0:00,2007867,114556
Louisiana,12/1/2020 0:00,2079591,142519
Maine,12/1/2020 0:00,667918,31658
Maryland,12/1/2020 0:00,3123417,188095
Massachusetts,12/1/2020 0:00,3648590,258000
Michigan,12/1/2020 0:00,4783402,346968
Minnesota,12/1/2020 0:00,3018335,137721
Mississippi,12/1/2020 0:00,1268657,75466
Missouri,12/1/2020 0:00,3069786,177965
Montana,12/1/2020 0:00,530555,23681
Nebraska,12/1/2020 0:00,1031054,28859
Nevada,12/1/2020 0:00,1482807,133043
New Hampshire,12/1/2020 0:00,745120,27976
New Jersey,12/1/2020 0:00,4444535,329770
New Mexico,12/1/2020 0:00,932560,71906
New York,12/1/2020 0:00,9037394,733171
North Carolina,12/1/2020 0:00,4978718,297387
North Dakota,12/1/2020 0:00,396991,16323
Ohio,12/1/2020 0:00,5634688,295513
Oklahoma,12/1/2020 0:00,1839955,95263
Oregon,12/1/2020 0:00,2111895,125889
Pennsylvania,12/1/2020 0:00,6239878,397625
Rhode Island,12/1/2020 0:00,542723,42022
South Carolina,12/1/2020 0:00,2321019,106380
South Dakota,12/1/2020 0:00,458878,14642
Tennessee,12/1/2020 0:00,3435147,213010
Texas,12/1/2020 0:00,14170462,1006737
Utah,12/1/2020 0:00,1653543,55016
Vermont,12/1/2020 0:00,320239,9036
Virginia,12/1/2020 0:00,4259711,198530
Washington,12/1/2020 0:00,3851256,276932
West Virginia,12/1/2020 0:00,764473,46519
Wisconsin,12/1/2020 0:00,3094145,162589
Wyoming,12/1/2020 0:00,291676,13527
Alabama,1/1/2021 0:00,"2,228,910","90,217"
Alaska,1/1/2021 0:00,"349,096","24,097"
Arizona,1/1/2021 0:00,"3,572,898","246,905"
Arkansas,1/1/2021 0:00,"1,349,496","68,919"
California,1/1/2021 0:00,"18,621,937","1,720,196"
Colorado,1/1/2021 0:00,"3,171,425","219,461"
Connecticut,1/1/2021 0:00,"1,822,982","154,163"
Delaware,1/1/2021 0:00,"487,574","31,291"
District of Columbia,1/1/2021 0:00,"407,077","32,208"
Florida,1/1/2021 0:00,"10,103,656","536,837"
Georgia,1/1/2021 0:00,"5,111,532","255,937"
Hawaii,1/1/2021 0:00,"655,563","64,829"
Idaho,1/1/2021 0:00,"898,423","39,891"
Illinois,1/1/2021 0:00,"6,091,031","514,563"
Indiana,1/1/2021 0:00,"3,336,057","156,607"
Iowa,1/1/2021 0:00,"1,627,688","78,445"
Kansas,1/1/2021 0:00,"1,515,813","80,758"
Kentucky,1/1/2021 0:00,"1,967,353","104,532"
Louisiana,1/1/2021 0:00,"2,049,594","155,458"
Maine,1/1/2021 0:00,"664,349","42,274"
Maryland,1/1/2021 0:00,"3,078,925","195,821"
Massachusetts,1/1/2021 0:00,"3,693,899","276,677"
Michigan,1/1/2021 0:00,"4,712,994","288,713"
Minnesota,1/1/2021 0:00,"2,983,514","149,830"
Mississippi,1/1/2021 0:00,"1,260,796","78,368"
Missouri,1/1/2021 0:00,"3,042,652","153,990"
Montana,1/1/2021 0:00,"525,782","26,492"
Nebraska,1/1/2021 0:00,"1,012,653","32,188"
Nevada,1/1/2021 0:00,"1,529,355","128,680"
New Hampshire,1/1/2021 0:00,"755,494","30,588"
New Jersey,1/1/2021 0:00,"4,373,251","349,321"
New Mexico,1/1/2021 0:00,"952,128","86,334"
New York,1/1/2021 0:00,"9,184,419","862,734"
North Carolina,1/1/2021 0:00,"4,972,173","296,491"
North Dakota,1/1/2021 0:00,"397,376","19,972"
Ohio,1/1/2021 0:00,"5,690,274","343,463"
Oklahoma,1/1/2021 0:00,"1,864,127","94,797"
Oregon,1/1/2021 0:00,"2,125,111","150,147"
Pennsylvania,1/1/2021 0:00,"6,242,716","499,400"
Rhode Island,1/1/2021 0:00,"541,026","45,941"
South Carolina,1/1/2021 0:00,"2,341,048","126,343"
South Dakota,1/1/2021 0:00,"461,290","15,102"
Tennessee,1/1/2021 0:00,"3,306,225","177,062"
Texas,1/1/2021 0:00,"14,026,650","1,025,977"
Utah,1/1/2021 0:00,"1,641,309","56,740"
Vermont,1/1/2021 0:00,"311,722","11,471"
Virginia,1/1/2021 0:00,"4,218,059","239,627"
Washington,1/1/2021 0:00,"3,845,838","260,249"
West Virginia,1/1/2021 0:00,"783,457","55,551"
Wisconsin,1/1/2021 0:00,"3,032,623","136,654"
Wyoming,1/1/2021 0:00,"294,201","18,294"
Alabama,2/1/2021 0:00,"2,228,507","83,471"
Alaska,2/1/2021 0:00,"346,580","24,526"
Arizona,2/1/2021 0:00,"3,587,824","251,359"
Arkansas,2/1/2021 0:00,"1,352,184","71,863"
California,2/1/2021 0:00,"19,022,842","1,599,510"
Colorado,2/1/2021 0:00,"3,184,146","217,363"
Connecticut,2/1/2021 0:00,"1,688,949","143,119"
Delaware,2/1/2021 0:00,"489,655","32,678"
District of Columbia,2/1/2021 0:00,"408,029","31,204"
Florida,2/1/2021 0:00,"10,218,694","515,854"
Georgia,2/1/2021 0:00,"5,152,527","227,557"
Hawaii,2/1/2021 0:00,"658,036","56,160"
Idaho,2/1/2021 0:00,"896,134","39,414"
Illinois,2/1/2021 0:00,"6,097,663","475,637"
Indiana,2/1/2021 0:00,"3,300,855","156,087"
Iowa,2/1/2021 0:00,"1,644,709","75,639"
Kansas,2/1/2021 0:00,"1,512,427","69,759"
Kentucky,2/1/2021 0:00,"1,973,763","99,467"
Louisiana,2/1/2021 0:00,"2,042,105","144,344"
Maine,2/1/2021 0:00,"666,927","37,430"
Maryland,2/1/2021 0:00,"3,082,330","187,080"
Massachusetts,2/1/2021 0:00,"3,705,760","268,182"
Michigan,2/1/2021 0:00,"4,644,159","238,660"
Minnesota,2/1/2021 0:00,"2,996,045","139,024"
Mississippi,2/1/2021 0:00,"1,268,337","77,540"
Missouri,2/1/2021 0:00,"3,051,484","151,752"
Montana,2/1/2021 0:00,"528,872","25,813"
Nebraska,2/1/2021 0:00,"1,017,570","35,334"
Nevada,2/1/2021 0:00,"1,553,244","125,509"
New Hampshire,2/1/2021 0:00,"753,805","24,714"
New Jersey,2/1/2021 0:00,"4,398,989","357,837"
New Mexico,2/1/2021 0:00,"954,775","78,354"
New York,2/1/2021 0:00,"9,207,718","883,346"
North Carolina,2/1/2021 0:00,"5,004,228","281,902"
North Dakota,2/1/2021 0:00,"400,257","21,373"
Ohio,2/1/2021 0:00,"5,706,385","318,301"
Oklahoma,2/1/2021 0:00,"1,863,135","95,741"
Oregon,2/1/2021 0:00,"2,135,655","142,346"
Pennsylvania,2/1/2021 0:00,"6,333,338","512,248"
Rhode Island,2/1/2021 0:00,"537,268","42,696"
South Carolina,2/1/2021 0:00,"2,380,151","123,897"
South Dakota,2/1/2021 0:00,"467,857","15,842"
Tennessee,2/1/2021 0:00,"3,299,505","161,313"
Texas,2/1/2021 0:00,"14,049,170","1,059,622"
Utah,2/1/2021 0:00,"1,640,927","58,550"
Vermont,2/1/2021 0:00,"310,194","10,091"
Virginia,2/1/2021 0:00,"4,228,227","227,707"
Washington,2/1/2021 0:00,"3,874,686","247,316"
West Virginia,2/1/2021 0:00,"790,365","54,419"
Wisconsin,2/1/2021 0:00,"3,056,098","148,095"
Wyoming,2/1/2021 0:00,"295,046","19,037"
Alabama,3/1/2021 0:00,"2,213,954","75,788"
Alaska,3/1/2021 0:00,"344,975","25,490"
Arizona,3/1/2021 0:00,"3,599,372","231,829"
Arkansas,3/1/2021 0:00,"1,359,037","64,627"
California,3/1/2021 0:00,"18,911,292","1,549,839"
Colorado,3/1/2021 0:00,"3,155,812","205,805"
Connecticut,3/1/2021 0:00,"1,723,503","142,105"
Delaware,3/1/2021 0:00,"490,936","32,463"
District of Columbia,3/1/2021 0:00,"403,594","27,975"
Florida,3/1/2021 0:00,"10,271,525","542,176"
Georgia,3/1/2021 0:00,"5,174,762","208,569"
Hawaii,3/1/2021 0:00,"652,552","56,542"
Idaho,3/1/2021 0:00,"894,325","36,018"
Illinois,3/1/2021 0:00,"6,102,774","433,143"
Indiana,3/1/2021 0:00,"3,295,778","153,244"
Iowa,3/1/2021 0:00,"1,646,332","73,935"
Kansas,3/1/2021 0:00,"1,506,301","57,593"
Kentucky,3/1/2021 0:00,"1,981,508","99,575"
Louisiana,3/1/2021 0:00,"2,059,354","135,972"
Maine,3/1/2021 0:00,"668,477","36,110"
Maryland,3/1/2021 0:00,"3,108,211","188,570"
Massachusetts,3/1/2021 0:00,"3,703,116","243,726"
Michigan,3/1/2021 0:00,"4,687,935","242,997"
Minnesota,3/1/2021 0:00,"3,000,039","134,554"
Mississippi,3/1/2021 0:00,"1,264,301","78,085"
Missouri,3/1/2021 0:00,"3,065,763","134,452"
Montana,3/1/2021 0:00,"530,088","23,387"
Nebraska,3/1/2021 0:00,"1,014,719","28,747"
Nevada,3/1/2021 0:00,"1,549,050","118,623"
New Hampshire,3/1/2021 0:00,"749,468","23,691"
New Jersey,3/1/2021 0:00,"4,439,157","346,824"
New Mexico,3/1/2021 0:00,"947,280","75,222"
New York,3/1/2021 0:00,"9,436,191","796,730"
North Carolina,3/1/2021 0:00,"4,991,166","228,648"
North Dakota,3/1/2021 0:00,"400,061","19,238"
Ohio,3/1/2021 0:00,"5,719,585","278,590"
Oklahoma,3/1/2021 0:00,"1,855,835","77,150"
Oregon,3/1/2021 0:00,"2,156,640","143,776"
Pennsylvania,3/1/2021 0:00,"6,284,958","456,221"
Rhode Island,3/1/2021 0:00,"539,706","38,993"
South Carolina,3/1/2021 0:00,"2,392,634","114,498"
South Dakota,3/1/2021 0:00,"466,364","15,200"
Tennessee,3/1/2021 0:00,"3,299,464","168,629"
Texas,3/1/2021 0:00,"14,094,131","1,006,954"
Utah,3/1/2021 0:00,"1,636,759","46,785"
Vermont,3/1/2021 0:00,"312,565","10,026"
Virginia,3/1/2021 0:00,"4,248,551","216,835"
Washington,3/1/2021 0:00,"3,899,305","246,226"
West Virginia,3/1/2021 0:00,"783,154","48,011"
Wisconsin,3/1/2021 0:00,"3,070,571","147,187"
Wyoming,3/1/2021 0:00,"294,569","17,284"
Alabama,4/1/2021 0:00,"2,222,921","65,164"
Alaska,4/1/2021 0:00,"350,453","26,458"
Arizona,4/1/2021 0:00,"3,607,237","230,441"
Arkansas,4/1/2021 0:00,"1,365,153","56,479"
California,4/1/2021 0:00,"18,812,393","1,519,999"
Colorado,4/1/2021 0:00,"3,182,651","200,310"
Connecticut,4/1/2021 0:00,"1,740,468","131,871"
Delaware,4/1/2021 0:00,"489,695","29,868"
District of Columbia,4/1/2021 0:00,"401,028","26,493"
Florida,4/1/2021 0:00,"10,357,312","532,443"
Georgia,4/1/2021 0:00,"5,170,111","196,478"
Hawaii,4/1/2021 0:00,"653,202","52,991"
Idaho,4/1/2021 0:00,"900,334","30,181"
Illinois,4/1/2021 0:00,"6,155,621","434,308"
Indiana,4/1/2021 0:00,"3,327,059","139,684"
Iowa,4/1/2021 0:00,"1,651,244","63,523"
Kansas,4/1/2021 0:00,"1,498,390","50,642"
Kentucky,4/1/2021 0:00,"1,982,425","75,878"
Louisiana,4/1/2021 0:00,"2,060,371","136,010"
Maine,4/1/2021 0:00,"670,291","35,196"
Maryland,4/1/2021 0:00,"3,111,886","181,434"
Massachusetts,4/1/2021 0:00,"3,701,234","219,081"
Michigan,4/1/2021 0:00,"4,646,095","213,593"
Minnesota,4/1/2021 0:00,"3,014,296","124,552"
Mississippi,4/1/2021 0:00,"1,273,203","74,208"
Missouri,4/1/2021 0:00,"3,077,629","124,065"
Montana,4/1/2021 0:00,"535,361","20,465"
Nebraska,4/1/2021 0:00,"1,014,655","24,189"
Nevada,4/1/2021 0:00,"1,552,572","122,033"
New Hampshire,4/1/2021 0:00,"743,532","20,026"
New Jersey,4/1/2021 0:00,"4,397,265","315,274"
New Mexico,4/1/2021 0:00,"949,776","72,626"
New York,4/1/2021 0:00,"9,396,986","736,306"
North Carolina,4/1/2021 0:00,"4,974,962","217,379"
North Dakota,4/1/2021 0:00,"401,021","16,268"
Ohio,4/1/2021 0:00,"5,758,674","272,508"
Oklahoma,4/1/2021 0:00,"1,854,824","79,551"
Oregon,4/1/2021 0:00,"2,162,896","134,716"
Pennsylvania,4/1/2021 0:00,"6,222,697","381,904"
Rhode Island,4/1/2021 0:00,"533,412","26,992"
South Carolina,4/1/2021 0:00,"2,372,303","103,534"
South Dakota,4/1/2021 0:00,"468,202","13,873"
Tennessee,4/1/2021 0:00,"3,327,563","155,240"
Texas,4/1/2021 0:00,"14,043,919","881,310"
Utah,4/1/2021 0:00,"1,641,386","45,678"
Vermont,4/1/2021 0:00,"312,703","9,521"
Virginia,4/1/2021 0:00,"4,216,889","165,997"
Washington,4/1/2021 0:00,"3,918,653","240,101"
West Virginia,4/1/2021 0:00,"792,245","44,822"
Wisconsin,4/1/2021 0:00,"3,070,884","131,599"
Wyoming,4/1/2021 0:00,"293,373","16,467"
Alabama,5/1/2021 0:00,"2,208,770","63,436"
Alaska,5/1/2021 0:00,"350,681","22,576"
Arizona,5/1/2021 0:00,"3,628,009","243,383"
Arkansas,5/1/2021 0:00,"1,367,707","61,464"
California,5/1/2021 0:00,"18,946,169","1,422,702"
Colorado,5/1/2021 0:00,"3,179,097","184,411"
Connecticut,5/1/2021 0:00,"1,757,534","120,362"
Delaware,5/1/2021 0:00,"483,338","24,833"
District of Columbia,5/1/2021 0:00,"403,110","25,546"
Florida,5/1/2021 0:00,"10,458,111","524,234"
Georgia,5/1/2021 0:00,"5,152,914","204,347"
Hawaii,5/1/2021 0:00,"644,843","47,916"
Idaho,5/1/2021 0:00,"904,764","26,179"
Illinois,5/1/2021 0:00,"6,172,208","413,924"
Indiana,5/1/2021 0:00,"3,366,515","152,072"
Iowa,5/1/2021 0:00,"1,659,484","68,739"
Kansas,5/1/2021 0:00,"1,503,486","55,480"
Kentucky,5/1/2021 0:00,"1,982,037","77,275"
Louisiana,5/1/2021 0:00,"2,072,115","139,718"
Maine,5/1/2021 0:00,"675,061","34,242"
Maryland,5/1/2021 0:00,"3,124,168","183,619"
Massachusetts,5/1/2021 0:00,"3,689,607","183,227"
Michigan,5/1/2021 0:00,"4,726,444","246,666"
Minnesota,5/1/2021 0:00,"3,039,789","111,905"
Mississippi,5/1/2021 0:00,"1,278,949","78,240"
Missouri,5/1/2021 0:00,"3,101,272","145,266"
Montana,5/1/2021 0:00,"541,155","17,431"
Nebraska,5/1/2021 0:00,"1,023,051","23,669"
Nevada,5/1/2021 0:00,"1,563,823","120,651"
New Hampshire,5/1/2021 0:00,"742,141","17,586"
New Jersey,5/1/2021 0:00,"4,396,150","307,149"
New Mexico,5/1/2021 0:00,"946,233","69,614"
New York,5/1/2021 0:00,"9,276,229","648,311"
North Carolina,5/1/2021 0:00,"4,959,692","222,385"
North Dakota,5/1/2021 0:00,"405,492","14,211"
Ohio,5/1/2021 0:00,"5,523,857","277,897"
Oklahoma,5/1/2021 0:00,"1,864,977","63,838"
Oregon,5/1/2021 0:00,"2,160,642","113,930"
Pennsylvania,5/1/2021 0:00,"6,242,761","354,685"
Rhode Island,5/1/2021 0:00,"536,446","29,453"
South Carolina,5/1/2021 0:00,"2,382,290","86,388"
South Dakota,5/1/2021 0:00,"471,767","13,489"
Tennessee,5/1/2021 0:00,"3,335,691","151,353"
Texas,5/1/2021 0:00,"14,068,550","836,369"
Utah,5/1/2021 0:00,"1,665,629","45,109"
Vermont,5/1/2021 0:00,"316,049","8,090"
Virginia,5/1/2021 0:00,"4,238,427","173,325"
Washington,5/1/2021 0:00,"3,895,552","193,922"
West Virginia,5/1/2021 0:00,"790,328","39,286"
Wisconsin,5/1/2021 0:00,"3,088,951","122,618"
Wyoming,5/1/2021 0:00,"294,720","16,021"
Alabama,6/1/2021 0:00,"2,201,567","81,413"
Alaska,6/1/2021 0:00,"355,659","23,627"
Arizona,6/1/2021 0:00,"3,656,605","265,511"
Arkansas,6/1/2021 0:00,"1,377,560","69,056"
California,6/1/2021 0:00,"19,003,639","1,522,689"
Colorado,6/1/2021 0:00,"3,192,991","199,752"
Connecticut,6/1/2021 0:00,"1,779,014","124,181"
Delaware,6/1/2021 0:00,"494,792","29,080"
District of Columbia,6/1/2021 0:00,"410,836","29,707"
Florida,6/1/2021 0:00,"10,575,435","600,854"
Georgia,6/1/2021 0:00,"5,179,101","230,200"
Hawaii,6/1/2021 0:00,"644,354","50,910"
Idaho,6/1/2021 0:00,"912,010","29,028"
Illinois,6/1/2021 0:00,"6,303,057","497,352"
Indiana,6/1/2021 0:00,"3,384,338","158,161"
Iowa,6/1/2021 0:00,"1,671,262","77,427"
Kansas,6/1/2021 0:00,"1,521,888","66,766"
Kentucky,6/1/2021 0:00,"1,996,738","109,413"
Louisiana,6/1/2021 0:00,"2,091,397","155,158"
Maine,6/1/2021 0:00,"689,391","35,172"
Maryland,6/1/2021 0:00,"3,161,816","210,325"
Massachusetts,6/1/2021 0:00,"3,736,038","201,358"
Michigan,6/1/2021 0:00,"4,752,547","251,163"
Minnesota,6/1/2021 0:00,"3,050,586","133,562"
Mississippi,6/1/2021 0:00,"1,289,733","98,475"
Missouri,6/1/2021 0:00,"3,129,688","161,052"
Montana,6/1/2021 0:00,"547,716","21,700"
Nebraska,6/1/2021 0:00,"1,033,832","27,706"
Nevada,6/1/2021 0:00,"1,560,291","129,556"
New Hampshire,6/1/2021 0:00,"753,042","23,229"
New Jersey,6/1/2021 0:00,"4,478,001","351,401"
New Mexico,6/1/2021 0:00,"956,605","79,941"
New York,6/1/2021 0:00,"9,398,693","681,773"
North Carolina,6/1/2021 0:00,"5,037,754","246,934"
North Dakota,6/1/2021 0:00,"410,250","18,231"
Ohio,6/1/2021 0:00,"5,649,388","354,278"
Oklahoma,6/1/2021 0:00,"1,876,242","70,453"
Oregon,6/1/2021 0:00,"2,175,131","115,165"
Pennsylvania,6/1/2021 0:00,"6,328,870","404,271"
Rhode Island,6/1/2021 0:00,"538,769","31,048"
South Carolina,6/1/2021 0:00,"2,430,942","108,369"
South Dakota,6/1/2021 0:00,"479,067","15,978"
Tennessee,6/1/2021 0:00,"3,344,877","187,515"
Texas,6/1/2021 0:00,"14,127,096","938,842"
Utah,6/1/2021 0:00,"1,677,411","51,382"
Vermont,6/1/2021 0:00,"320,836","11,376"
Virginia,6/1/2021 0:00,"4,288,785","192,555"
Washington,6/1/2021 0:00,"3,930,058","210,033"
West Virginia,6/1/2021 0:00,"802,792","41,205"
Wisconsin,6/1/2021 0:00,"3,158,767","142,285"
Wyoming,6/1/2021 0:00,"299,440","16,825"
Alabama,7/1/2021 0:00,"2,226,916","76,058"
Alaska,7/1/2021 0:00,"355,856","21,021"
Arizona,7/1/2021 0:00,"3,644,623","233,367"
Arkansas,7/1/2021 0:00,"1,369,922","62,998"
California,7/1/2021 0:00,"19,162,864","1,505,402"
Colorado,7/1/2021 0:00,"3,193,950","190,072"
Connecticut,7/1/2021 0:00,"1,835,117","126,865"
Delaware,7/1/2021 0:00,"492,377","27,031"
District of Columbia,7/1/2021 0:00,"419,413","27,612"
Florida,7/1/2021 0:00,"10,646,695","545,882"
Georgia,7/1/2021 0:00,"5,168,565","164,586"
Hawaii,7/1/2021 0:00,"646,745","44,339"
Idaho,7/1/2021 0:00,"912,147","26,396"
Illinois,7/1/2021 0:00,"6,318,805","442,160"
Indiana,7/1/2021 0:00,"3,354,296","142,656"
Iowa,7/1/2021 0:00,"1,683,018","67,876"
Kansas,7/1/2021 0:00,"1,538,271","72,351"
Kentucky,7/1/2021 0:00,"1,995,108","94,148"
Louisiana,7/1/2021 0:00,"2,089,612","132,366"
Maine,7/1/2021 0:00,"703,353","35,265"
Maryland,7/1/2021 0:00,"3,198,938","185,608"
Massachusetts,7/1/2021 0:00,"3,751,308","212,560"
Michigan,7/1/2021 0:00,"4,805,709","241,641"
Minnesota,7/1/2021 0:00,"3,050,504","103,672"
Mississippi,7/1/2021 0:00,"1,292,782","87,029"
Missouri,7/1/2021 0:00,"3,099,297","119,647"
Montana,7/1/2021 0:00,"549,555","17,489"
Nebraska,7/1/2021 0:00,"1,034,150","21,733"
Nevada,7/1/2021 0:00,"1,547,673","126,825"
New Hampshire,7/1/2021 0:00,"760,531","25,914"
New Jersey,7/1/2021 0:00,"4,496,967","339,199"
New Mexico,7/1/2021 0:00,"957,319","73,983"
New York,7/1/2021 0:00,"9,382,033","689,652"
North Carolina,7/1/2021 0:00,"5,049,442","232,513"
North Dakota,7/1/2021 0:00,"411,327","14,950"
Ohio,7/1/2021 0:00,"5,699,962","337,903"
Oklahoma,7/1/2021 0:00,"1,866,548","57,548"
Oregon,7/1/2021 0:00,"2,190,809","105,813"
Pennsylvania,7/1/2021 0:00,"6,363,999","428,251"
Rhode Island,7/1/2021 0:00,"539,649","31,277"
South Carolina,7/1/2021 0:00,"2,439,076","104,586"
South Dakota,7/1/2021 0:00,"479,266","12,686"
Tennessee,7/1/2021 0:00,"3,354,367","156,612"
Texas,7/1/2021 0:00,"14,191,587","850,567"
Utah,7/1/2021 0:00,"1,672,081","44,211"
Vermont,7/1/2021 0:00,"324,858","10,276"
Virginia,7/1/2021 0:00,"4,315,705","174,890"
Washington,7/1/2021 0:00,"3,971,158","196,909"
West Virginia,7/1/2021 0:00,"800,059","36,400"
Wisconsin,7/1/2021 0:00,"3,165,804","129,295"
Wyoming,7/1/2021 0:00,"296,818","13,098"
Alabama,8/1/2021 0:00,"2,217,056","76,347"
Alaska,8/1/2021 0:00,"353,087","17,925"
Arizona,8/1/2021 0:00,"3,635,739","194,517"
Arkansas,8/1/2021 0:00,"1,357,858","51,514"
California,8/1/2021 0:00,"19,024,443","1,424,252"
Colorado,8/1/2021 0:00,"3,195,524","171,287"
Connecticut,8/1/2021 0:00,"1,804,681","110,390"
Delaware,8/1/2021 0:00,"489,621","26,151"
District of Columbia,8/1/2021 0:00,"410,599","26,045"
Florida,8/1/2021 0:00,"10,627,415","526,445"
Georgia,8/1/2021 0:00,"5,147,836","161,600"
Hawaii,8/1/2021 0:00,"648,554","43,013"
Idaho,8/1/2021 0:00,"912,060","24,077"
Illinois,8/1/2021 0:00,"6,239,394","425,859"
Indiana,8/1/2021 0:00,"3,334,878","133,638"
Iowa,8/1/2021 0:00,"1,647,396","62,712"
Kansas,8/1/2021 0:00,"1,509,879","60,966"
Kentucky,8/1/2021 0:00,"1,991,642","74,395"
Louisiana,8/1/2021 0:00,"2,060,627","113,530"
Maine,8/1/2021 0:00,"695,007","30,842"
Maryland,8/1/2021 0:00,"3,150,758","181,422"
Massachusetts,8/1/2021 0:00,"3,752,473","203,481"
Michigan,8/1/2021 0:00,"4,777,722","209,550"
Minnesota,8/1/2021 0:00,"3,036,134","102,067"
Mississippi,8/1/2021 0:00,"1,271,875","75,231"
Missouri,8/1/2021 0:00,"3,056,710","106,901"
Montana,8/1/2021 0:00,"547,971","15,687"
Nebraska,8/1/2021 0:00,"1,022,095","18,780"
Nevada,8/1/2021 0:00,"1,533,342","109,306"
New Hampshire,8/1/2021 0:00,"757,045","21,649"
New Jersey,8/1/2021 0:00,"4,437,037","298,831"
New Mexico,8/1/2021 0:00,"950,043","59,762"
New York,8/1/2021 0:00,"9,339,555","667,488"
North Carolina,8/1/2021 0:00,"5,027,377","221,865"
North Dakota,8/1/2021 0:00,"406,692","13,041"
Ohio,8/1/2021 0:00,"5,683,876","291,845"
Oklahoma,8/1/2021 0:00,"1,851,843","51,570"
Oregon,8/1/2021 0:00,"2,176,876","98,497"
Pennsylvania,8/1/2021 0:00,"6,325,232","423,494"
Rhode Island,8/1/2021 0:00,"535,396","32,304"
South Carolina,8/1/2021 0:00,"2,417,092","102,212"
South Dakota,8/1/2021 0:00,"475,721","13,572"
Tennessee,8/1/2021 0:00,"3,316,531","141,194"
Texas,8/1/2021 0:00,"14,192,497","759,139"
Utah,8/1/2021 0:00,"1,674,828","42,593"
Vermont,8/1/2021 0:00,"322,573","9,543"
Virginia,8/1/2021 0:00,"4,265,719","161,621"
Washington,8/1/2021 0:00,"3,959,766","197,106"
West Virginia,8/1/2021 0:00,"794,840","33,895"
Wisconsin,8/1/2021 0:00,"3,130,288","125,946"
Wyoming,8/1/2021 0:00,"294,925","10,969"
